CustomerID,Name,Age,PurchaseAmount,Country,Date
86,Oren Loughman,30,4073.22,Ukraine,27-10-2019
87,Del Conradie,42,300.72,Ukraine,20-04-2025
88,Terrance Breadmore,99,4572.41,Latvia,09-12-2023
89,Atlanta Skirving,61,3061.47,Czech Republic,25-02-2023
90,Killie Feasley,11,2674.0,Jamaica,01-04-2021
91,Dione Eick,62,3404.11,Indonesia,27-10-2025
92,Katherine Fenners,67,2306.13,Greece,23-05-2022
93,Colman D'orsay,97,3915.62,Madagascar,11-08-2019
94,Teador Baynom,86,3119.15,Palestinian Territory,28-06-2019
95,Thornton Maypowder,63,3986.17,United States,12-08-2024
96,Robinet Sambals,16,3048.11,Portugal,08-09-2021
97,Andris Blindmann,97,2883.36,Philippines,26-02-2025
98,Lucia Joberne,6,1497.75,Greece,30-08-2025
99,Jerri Loughnan,51,3959.02,Brazil,20-01-2020
100,Electra Radeliffe,70,4553.5,China,06-02-2019
101,Honey Beach,6,764.37,Thailand,02-11-2020
102,Sibeal Kisar,30,3861.25,Brazil,14-10-2025
103,Lilia Downton,6,2359.29,Afghanistan,27-02-2023
104,Vivia Giraldez,38,1002.32,Solomon Islands,04-07-2021
105,Pryce Sich,82,313.52,China,19-11-2024
106,Bambi Bradnum,91,2559.83,Indonesia,01-02-2023
107,Natividad Drust,93,4805.05,Japan,02-06-2023
108,Bethanne De Roos,65,1827.29,China,20-02-2022
109,Merrick Giametti,85,1937.43,Syria,29-04-2025
110,Natty Crickmer,97,4951.01,Russia,07-12-2019
111,Othella Mogie,21,4613.46,United States,09-11-2019
112,Gabie Bridgnell,59,1606.69,China,22-02-2025
113,Whitman Kersey,69,1551.11,Indonesia,03-08-2024
114,Deerdre Davidofski,31,4618.92,Morocco,11-06-2021
115,Jeanine Gowdie,35,1872.98,Guatemala,28-12-2025
116,Janice Trevaskiss,44,3426.29,Portugal,06-10-2021
117,Ximenez Daldry,54,1738.35,Egypt,01-05-2021
118,Davida Meeland,35,467.7,Canada,08-11-2025
119,Tulley Blacklock,35,1363.13,Denmark,17-07-2022
120,Marcello Antram,87,4135.4,Argentina,14-04-2019
121,Tonie Hebblethwaite,37,4249.7,Poland,19-12-2022
122,Quillan Bulbeck,48,2581.31,China,04-10-2022
123,Gregoire Doudney,69,2064.67,Bhutan,09-08-2020
124,Valera Duckels,66,3225.55,China,22-11-2024
125,Hartley Strelitz,76,2951.46,Venezuela,30-06-2022
126,Crawford Penquet,72,4789.45,Germany,22-10-2019
127,Myrtia Plumley,34,3304.31,Indonesia,09-11-2021
128,Hilliary Cloutt,89,4870.29,Philippines,03-10-2024
129,Bunny Blannin,36,274.51,China,10-12-2020
130,Katrina Galtone,35,3850.16,Croatia,21-07-2024
131,Rickert Garthland,33,4609.69,Russia,26-10-2023
132,Joelly Dewer,72,4877.88,Colombia,01-12-2022
133,Zondra Cogdell,30,3515.46,Poland,21-08-2024
134,Georgianne Allder,47,1439.38,Macedonia,21-03-2023
135,Johnette Guthrie,47,4494.93,Russia,30-01-2024
136,Zeb Maymond,62,2655.11,Peru,14-05-2022
137,Lonnard Naisbet,49,152.29,Indonesia,08-10-2019
138,Bat Sorrill,58,2905.57,United States,22-07-2024
139,Hodge Annandale,2,4774.78,Canada,13-04-2023
140,Isabelle Osborn,93,3032.61,Italy,19-01-2019
141,Joli Popplewell,56,4880.89,China,07-09-2023
142,Frayda Blakeston,42,2106.38,North Korea,29-05-2021
143,Gallagher Plumm,34,2137.4,China,09-05-2021
144,Nicholas McIlmurray,77,1156.92,United States,04-02-2025
145,Justinian Scoon,23,2558.61,Russia,20-02-2019
146,Decca Jeffrey,40,3106.95,Palestinian Territory,05-11-2024
147,Krystyna Bruckmann,48,1634.24,Philippines,05-08-2023
148,Ettore Everal,17,556.18,Poland,08-04-2025
149,Frazier Garrettson,16,3188.19,Indonesia,14-03-2024
150,Jedidiah Ceillier,89,519.99,China,14-06-2025
151,Freeland Fudger,15,3151.86,Czech Republic,21-11-2020
152,Red June,47,53.02,Brazil,16-09-2022
153,Benoite Vockins,94,2411.86,Indonesia,09-08-2022
154,Cloris Stuckey,91,4316.56,Sudan,09-02-2020
155,Elvis Hurdis,33,1874.83,Chad,01-02-2020
156,Skipper Varley,35,4042.28,Poland,03-09-2019
157,Belita MacKee,78,2439.0,Russia,30-06-2023
158,Nels Wrinch,33,408.6,China,18-02-2021
159,Mycah Bim,49,1879.52,Norway,12-09-2025
160,Miranda Gregorace,52,4266.79,Czech Republic,22-08-2022
161,Marja Boyd,4,4508.96,Greece,11-02-2020
162,Aggie Danis,21,3414.04,Argentina,01-08-2022
163,Abran Waylen,49,2604.51,China,07-02-2020
164,Frank Corstan,2,2769.71,Portugal,28-10-2023
165,Nady Yglesias,86,1629.39,France,10-05-2019
166,Karie Burbudge,48,1104.74,Indonesia,11-01-2022
167,Lilia Reinmar,99,3253.18,Morocco,09-11-2019
168,Bartolomeo Richard,83,4173.92,Micronesia,09-06-2021
169,Bab D'Alwis,74,4032.7,China,06-06-2023
170,Benedicta Prettyjohns,43,3879.94,United States,09-07-2022
171,Artemus Mompesson,70,4239.9,Greece,16-10-2025
172,Elisabetta Dales,25,2959.73,Sweden,23-10-2022
173,Buck Busher,4,1813.4,Colombia,16-04-2025
174,Evelina Coyte,80,2002.0,China,08-11-2024
175,Madalyn Pattesall,94,2280.26,Russia,23-08-2025
176,Muffin Thunnercliff,96,3193.0,China,28-11-2024
177,Consuela Trout,60,4285.88,Honduras,02-05-2021
178,Calvin Calcut,41,4407.52,China,09-06-2024
179,Bryant Hexter,69,1414.46,Portugal,05-08-2021
180,Sapphira Pain,20,765.84,China,18-04-2025
181,Pierce Joburn,78,3259.26,Portugal,23-04-2024
182,Irwinn Walford,52,3535.78,North Korea,21-10-2025
183,Jami Salla,86,1494.32,Croatia,06-05-2025
184,Hailee Climer,60,438.11,France,01-09-2022
185,Corrine Deschelle,80,4041.79,Finland,03-12-2019
186,Blake Willans,20,335.89,Dominican Republic,08-11-2022
187,Thatcher Ledstone,46,1253.27,Ukraine,07-01-2020
188,Aldis Marson,27,1641.45,China,04-08-2020
189,Jasen Colerick,56,1369.55,United States,16-04-2022
190,Corbin Sumnall,84,4588.98,Finland,25-05-2019
191,Hobard Williams,15,1028.86,Germany,18-12-2023
192,Orlan Mulhall,56,131.88,Indonesia,28-09-2023
193,Winifred Dreher,12,3530.3,Belarus,24-02-2023
194,Emmalee Hankins,18,315.68,China,20-05-2019
195,Chiquia Tussaine,62,301.43,Finland,24-05-2021
196,Pauletta Skates,11,2048.81,Czech Republic,29-05-2023
197,Saunderson Lightbowne,34,685.66,Russia,10-01-2024
198,Alie Mattia,77,2920.22,Czech Republic,11-11-2019
199,Uta Douglas,19,3489.29,Czech Republic,15-12-2021
200,Brandi McLafferty,17,4724.57,Honduras,11-01-2021
201,Ashely Hubber,47,2336.37,Sweden,12-03-2025
202,Normie Smithson,43,3404.76,Peru,03-08-2021
203,Christoffer Liepina,89,4047.03,Indonesia,31-01-2022
204,Rorke Branston,20,712.79,Belarus,05-06-2022
205,Dorise Shewring,16,3509.88,Madagascar,24-10-2025
206,Bartlet Wager,99,1090.0,Morocco,26-01-2019
207,Cathi Gregory,88,703.4,Indonesia,17-03-2019
208,Sanders Maccaig,97,1350.47,France,01-01-2023
209,Perice Rosnau,22,1789.41,Morocco,20-07-2025
210,Carree Armin,5,4613.39,Indonesia,13-03-2021
211,Sile Daggett,9,2896.17,China,30-01-2022
212,Bennett Attarge,51,2302.27,Venezuela,29-08-2024
213,Parry Waterdrinker,81,306.33,China,27-01-2022
214,Wait Burchatt,9,489.48,Indonesia,20-04-2024
215,Illa McGuane,87,3983.14,Slovenia,27-11-2023
216,Gus Northgraves,27,2579.41,New Zealand,30-08-2023
217,Meriel Smithson,100,2858.4,Senegal,02-05-2025
218,Quill Levett,9,4574.89,China,27-11-2022
219,Edmon Arndtsen,68,3562.26,Argentina,23-07-2021
220,Nathalie Botger,65,3774.14,Czech Republic,06-01-2023
221,Case Morshead,98,1809.74,Sweden,09-03-2025
222,Bart Haddy,45,4726.81,Indonesia,26-04-2022
223,Sibeal Dwelly,25,1173.7,Peru,30-11-2024
224,Yance Cullotey,95,3572.66,Brazil,08-02-2022
225,Conny Heeks,62,943.49,China,12-08-2020
226,Mady Humbatch,62,3515.8,China,01-04-2019
227,Dareen Bruckenthal,8,4748.75,Kazakhstan,16-07-2021
228,Karlene Elles,36,2108.51,Albania,28-04-2022
229,Adriena Ferrucci,2,3928.57,Mexico,12-12-2025
230,Magda Minifie,89,997.37,Indonesia,30-06-2022
231,Chelsie Meyer,88,1778.95,China,27-03-2022
232,Carley Navarre,12,4293.09,Brazil,11-03-2019
233,Brittne Myall,81,3031.98,Albania,14-04-2024
234,Happy Sabater,88,2718.41,United States,25-04-2021
235,Anatollo Harrap,95,3367.52,China,31-07-2022
236,Mariejeanne Whiten,89,1034.73,Democratic Republic of the Congo,06-09-2022
237,Bobbye Blevin,36,3973.27,Iran,18-06-2019
238,Chanda Britch,1,1195.2,Indonesia,30-06-2021
239,Sher Schellig,72,538.73,Japan,14-08-2023
240,Kylynn Pickthorn,100,3658.1,Peru,23-04-2019
241,Iorgos Ciepluch,12,705.87,Poland,12-07-2023
242,Pam Baskeyfied,43,3765.46,United States,20-01-2021
243,Lucas Warne,19,747.23,United States,23-10-2019
244,Everard Dykas,82,3929.89,Poland,03-07-2025
245,Elyn Kendall,35,2173.41,Albania,25-08-2023
246,Bill Bearward,53,1459.74,Zimbabwe,04-08-2025
247,Barbe Matzaitis,12,783.17,Russia,17-02-2025
248,Aldric Lafontaine,70,4574.52,Pakistan,03-04-2022
249,Taber Tresler,75,3756.46,Malaysia,29-08-2022
250,Janean Hickenbottom,67,2167.83,United States,23-01-2021
251,Devlin Mizzen,100,1310.61,China,31-03-2024
252,Rickard Burfield,8,3818.92,Peru,25-04-2021
253,Georgena Cassin,68,2236.65,Poland,12-09-2024
254,Staffard Jamrowicz,99,1936.63,Palestinian Territory,19-01-2021
255,Marline Petrelli,98,3660.98,Sweden,30-05-2023
256,Hillery Nason,31,1323.38,Brazil,23-10-2019
257,Nikoletta Furtado,34,1929.37,Indonesia,01-12-2021
258,Theodore Houlson,94,1078.74,Indonesia,18-07-2020
259,Harmony Potkins,77,114.55,Russia,25-02-2022
260,Tamas Beyer,27,4316.29,China,22-08-2020
261,Valina Gaitskell,40,4811.48,Thailand,22-11-2022
262,Dorella Georgiev,64,1342.67,Indonesia,24-01-2025
263,Ilyse Mcwhinnie,41,557.17,Germany,12-06-2024
264,Paulo Earsman,67,719.5,Brazil,19-04-2025
265,Evey McGrorty,29,1479.12,Russia,13-09-2021
266,Bert Troman,16,3087.33,Japan,21-12-2019
267,Wendeline Avarne,33,2272.33,Oman,12-06-2022
268,Laurella Carroll,35,546.4,Brazil,16-10-2024
269,Feodora Lashbrook,6,23.59,Colombia,16-02-2025
270,Vikki Biggerstaff,54,386.54,United States,23-02-2024
271,Stacia Shury,37,3542.09,Malaysia,20-08-2025
272,Keir Chamberlin,99,3970.9,Jordan,18-08-2022
273,Sanford Trownson,10,4985.68,China,02-05-2025
274,Erie Capelen,85,2231.49,Indonesia,06-04-2025
275,Joeann Gilbertson,94,152.76,Mexico,22-09-2019
276,Serge Lismer,77,4169.32,Indonesia,22-04-2023
277,Katharina Feldberg,79,3435.14,France,08-09-2025
278,Marika Danson,83,874.87,Poland,11-06-2025
279,Hy Coker,1,4665.67,Indonesia,16-10-2020
280,Augusta Boobier,20,4778.13,Poland,08-07-2021
281,Morie Clevely,78,4468.5,Czech Republic,11-10-2024
282,Roderic MacCallum,51,2463.35,Nigeria,25-02-2020
283,Moses Sargood,33,2888.59,Czech Republic,30-09-2019
284,Sashenka Simpkiss,44,2917.19,Portugal,08-07-2025
285,Farlee Farrey,22,4650.47,Philippines,11-07-2021
286,Francine Yann,26,970.3,Indonesia,12-08-2021
287,Jasmin Penhalewick,58,3407.17,China,27-12-2023
288,Agosto Diehn,53,1511.19,Finland,09-07-2023
289,Ynez McGinty,65,2484.11,Armenia,10-09-2021
290,Thedrick Ximenez,61,965.71,Comoros,06-06-2020
291,Millisent Kettles,63,2185.28,Kazakhstan,31-08-2023
292,Hana Simmen,86,4757.44,Indonesia,03-05-2020
293,Trey Flanagan,58,4674.71,China,05-07-2025
294,Waldon Lewsey,29,1903.32,Indonesia,15-02-2021
295,Gavin Brighouse,8,3913.69,France,11-08-2022
296,Juliann Lunnon,99,3484.13,Russia,23-04-2025
297,Bird Kermeen,69,3302.69,Azerbaijan,07-08-2022
298,Alicia Kleinfeld,83,1235.82,Poland,21-07-2023
299,Lian Shottin,2,1540.84,Kenya,26-03-2025
300,Nobe McSperrin,93,233.43,Albania,31-12-2024
301,Corabel Adamou,91,1758.67,Poland,14-05-2021
302,Isa Dupree,70,3470.2,Morocco,20-06-2022
303,Harbert Syrett,95,3076.05,China,31-05-2021
304,Sheelah Guidini,10,4442.09,Brazil,22-02-2022
305,Cristin Wadge,66,2713.02,Portugal,29-09-2022
306,Sena Humbert,83,2810.78,Indonesia,24-11-2021
307,Collete Guerriero,62,4819.12,Portugal,18-02-2021
308,Jobie Dahlman,99,4771.46,Chile,10-12-2021
309,Kareem Huitt,9,3259.1,Russia,11-03-2019
310,Steward Scrase,6,2542.95,China,12-09-2025
311,Cornelia Deery,33,4187.48,Latvia,20-04-2021
312,Dena Backson,100,4950.4,Guatemala,20-08-2021
313,Sergeant Philippe,67,1247.94,France,29-02-2020
314,Malia Bagenal,27,1262.05,Israel,20-01-2025
315,Carline Carlett,1,1875.17,Guatemala,15-11-2022
316,Ciro Slyne,96,3072.15,Philippines,25-12-2022
317,Karia Tangye,46,3541.03,Belarus,12-10-2022
318,Vic Huc,40,2771.67,Palestinian Territory,08-09-2022
319,Alverta Whitebrook,37,3878.7,China,29-09-2020
320,Jermaine Dyte,60,2197.85,South Sudan,23-02-2022
321,Gherardo Dryden,4,2596.56,Peru,29-03-2025
322,Meryl Haresnaip,33,4962.38,Pakistan,22-10-2021
323,Cilka Dorber,14,1989.68,Finland,27-04-2025
324,Cristobal Craufurd,100,2735.85,Marshall Islands,26-12-2020
325,Zuzana Troutbeck,95,141.62,Poland,01-08-2021
326,Neils Pomfrett,100,779.69,Russia,31-01-2022
327,Prudy Kennon,73,2974.71,Colombia,31-07-2024
328,Sherwynd Lever,65,3910.38,Indonesia,27-11-2021
329,Suzi Lagen,7,37.09,Portugal,28-10-2019
330,Quinton Gallyhaock,15,199.76,China,08-11-2022
331,Vania Weild,8,526.16,Philippines,24-06-2022
332,Rosemaria Goodrich,10,418.33,Mongolia,15-06-2019
333,Diana Greason,68,4697.73,China,03-01-2021
334,Etan Bartomieu,98,4476.3,Indonesia,20-10-2022
335,Kipp Spiniello,62,4758.14,Ukraine,28-02-2019
336,Tamar Dawtry,67,3403.03,Tanzania,07-07-2022
337,Hali Kinnear,2,3420.02,Poland,15-08-2019
338,Owen Slatcher,17,3866.68,Zambia,06-09-2021
339,Ricardo Cicetti,60,3425.84,Kenya,13-06-2024
340,Wheeler Huggon,35,4803.3,Croatia,24-09-2020
341,Winne Leaman,89,370.21,Portugal,14-10-2024
342,Jessica Fugere,78,3548.47,Indonesia,31-01-2025
343,Rodina Morecomb,3,4663.58,Russia,02-01-2020
344,Bent Brummell,33,965.8,Portugal,18-04-2020
345,Saidee Quarmby,47,993.79,Albania,17-03-2023
346,Raimundo Bodemeaid,13,983.03,China,21-09-2021
347,Betsy Sima,31,89.54,China,05-12-2025
348,Marc Rignold,47,3249.07,China,03-05-2022
349,Tedd Zecchinelli,7,739.81,Georgia,08-01-2020
350,Brooks Jakuszewski,24,2773.34,Japan,17-11-2019
351,Hildy Jobern,86,2514.13,China,23-08-2024
352,Madlin Pulley,55,115.15,China,17-12-2021
353,Ches Martino,82,399.75,Italy,04-11-2025
354,Seline Dampier,24,1794.67,Burkina Faso,10-10-2024
355,Davidson Peakman,88,3536.74,Czech Republic,22-10-2022
356,Ruthy Futcher,87,3225.04,Russia,15-06-2024
357,Ossie Rossant,72,4785.81,Czech Republic,13-09-2025
358,Ramonda Droghan,44,3300.74,United States,18-08-2024
359,Bendick Munroe,24,3883.78,China,26-05-2021
360,Garret Aspland,53,4494.44,Indonesia,21-06-2023
361,Beverie Bigrigg,25,2041.14,Canada,01-07-2019
362,Urson Dace,89,4340.26,China,14-08-2024
363,Kippar Galley,5,1545.1,Indonesia,07-11-2025
364,Ranee Cammock,74,4662.98,Kazakhstan,16-12-2023
365,Coral Knath,91,962.97,South Korea,16-04-2019
366,Ced Jellard,38,3698.3,Ukraine,03-11-2020
367,Leslie Petasch,77,3970.81,Paraguay,20-01-2022
368,Chucho Notley,33,4319.48,Poland,22-06-2025
369,Lizbeth Boosey,27,3740.34,Germany,24-11-2019
370,Ailis Magenny,57,3130.26,Sweden,05-09-2025
371,Andrus Kyncl,19,3261.0,Russia,19-08-2021
372,Bernadene Attridge,89,219.22,Ireland,14-08-2024
373,Bridgette Bonnesen,23,2749.26,China,13-03-2021
374,Alfonso Prescot,11,4324.4,Brazil,05-06-2019
375,Ibby Lawson,68,2530.96,Guatemala,29-05-2022
376,Jerrilee Syrad,4,4710.83,Iran,20-06-2023
377,Cherlyn Chase,27,3652.99,Japan,07-01-2020
378,Raphaela Este,78,4043.25,South Korea,11-12-2020
379,Fawne Lys,75,2141.48,Malta,02-10-2022
380,Rutger MacVay,68,4395.45,Iraq,01-09-2019
381,Donielle Mapes,26,1599.29,Russia,11-12-2024
382,Rebecca d' Elboux,47,4554.06,Philippines,26-11-2021
383,Faythe Dafter,66,2671.84,Portugal,05-03-2025
384,Emmery Gladtbach,55,1890.24,Burkina Faso,26-02-2019
385,Mervin Rafferty,49,3502.76,Poland,22-08-2023
386,Christoph Stodart,84,1116.45,Russia,08-06-2021
387,Hewie Adamo,44,1726.53,China,03-12-2024
388,Shea Dimitriades,34,2284.53,Russia,15-01-2022
389,Marleen Radnage,32,3733.05,Honduras,26-09-2019
390,Mead Zappel,21,3718.58,China,26-12-2025
391,Steward Godfrey,84,4704.29,Colombia,06-10-2024
392,Carie Stribling,43,2168.28,France,01-02-2021
393,Dorette Finan,87,4164.34,Indonesia,06-09-2023
394,Bron Dowthwaite,50,2292.8,Egypt,03-11-2019
395,Ferrel Mate,53,2437.24,China,01-08-2021
396,Helen-elizabeth Demschke,26,363.56,China,06-04-2022
397,Bernette De Beauchamp,84,2018.63,Canada,21-06-2019
398,Beauregard Ulyatt,16,4195.89,Peru,20-03-2020
399,Daron Kean,24,818.68,Russia,18-04-2020
400,Dosi Rohloff,53,4126.3,China,20-07-2025
401,Essie Deam,50,1134.92,Japan,18-02-2024
402,Pansy Cantillon,63,1852.69,Russia,01-02-2022
403,Lance Rozenzweig,81,2043.87,China,29-11-2022
404,Hector Crombie,25,723.14,Portugal,24-12-2025
405,Murray Harriskine,10,4756.49,Colombia,14-09-2023
406,Clarke Cauldwell,4,4433.89,Mexico,30-01-2020
407,Mayer Clubbe,89,694.77,Ukraine,12-10-2021
408,Leonhard Smales,51,684.48,Portugal,28-06-2020
409,Gregg Dinsmore,61,4496.01,Philippines,25-07-2025
410,Michelina Treker,87,2891.75,Portugal,07-11-2022
411,Jade Assaf,74,2797.32,Indonesia,04-09-2024
412,Arlan Askin,62,96.61,Paraguay,14-09-2024
413,Josepha Karlmann,82,1847.39,Philippines,10-08-2024
414,Lilyan Bingle,22,1817.99,Serbia,07-11-2025
415,Aurea Dowdell,13,1805.55,China,17-03-2020
416,Jenilee Farnell,28,4314.05,Sweden,17-11-2023
417,Zacherie Nickless,58,150.06,Philippines,25-01-2019
418,Gonzalo Ollerenshaw,70,3811.82,Colombia,08-11-2024
419,Lizzy Embling,41,3213.65,Portugal,27-12-2019
420,Kalila Hoff,46,1449.85,Greece,11-06-2020
421,Portie Leeming,77,1778.42,China,14-03-2020
422,Nalani Plaister,94,3338.03,China,14-06-2024
423,Lexis Caudelier,84,1205.27,United States,23-10-2025
424,Ivory Flintiff,77,2958.3,Reunion,16-04-2019
425,Gwenette Morcom,63,4450.4,Nigeria,22-03-2019
426,Dorris Mathwen,86,1153.45,Indonesia,27-03-2023
427,Barny Snuggs,64,744.36,France,08-04-2025
428,Base Viel,48,1188.37,China,27-12-2024
429,Cicily Rickson,45,3310.62,Brazil,28-10-2024
430,Melisenda Somers,41,1311.52,China,13-10-2019
431,Sharona Knotton,51,61.12,France,22-10-2022
432,Eloisa Heindrick,68,3431.94,Indonesia,27-04-2023
433,Gipsy Iacovino,57,39.36,China,21-06-2021
434,Agnes Keetch,36,1101.8,Canada,10-05-2024
435,Griselda Bummfrey,15,3228.74,Belarus,27-04-2025
436,Byran Ambrosetti,39,4581.43,Portugal,12-08-2021
437,Sibyl Ribeiro,70,1266.45,Nigeria,30-10-2024
438,Nonna Minster,94,2505.32,China,31-10-2022
439,Lorianne Gull,100,1751.13,Honduras,12-03-2022
440,Merwyn Rosle,92,798.65,Argentina,26-11-2019
441,Taddeo Hatwells,57,2635.41,China,27-01-2020
442,Wilona Muckian,29,3276.8,Indonesia,04-02-2019
443,Cordie Morton,94,3737.72,Thailand,13-10-2025
444,Celina Skeates,28,3741.42,Poland,19-05-2021
445,Brenn Bemlott,83,4996.94,Indonesia,02-01-2019
446,Goran Skuse,89,870.31,China,15-10-2023
447,Matthiew O'Reilly,87,156.14,China,24-11-2021
448,Fran Camings,81,846.64,Japan,25-02-2019
449,Sherwood Kobel,80,4112.78,China,25-02-2024
450,Gusella Beagrie,91,949.23,Greece,24-07-2019
451,Olia Curston,16,4508.07,Philippines,14-05-2025
452,Marlin Jellico,33,116.18,China,27-07-2023
453,Aubry De Francisci,81,1503.05,Haiti,09-05-2022
454,Elizabeth Tatum,50,4676.39,Indonesia,03-08-2025
455,Viole Mattei,73,3249.33,China,15-08-2020
456,Adelbert Labb,40,1826.51,Belarus,11-12-2022
457,Ethelin Marcu,30,2911.64,China,09-11-2021
458,Gay Hellin,3,2684.66,Ukraine,05-04-2020
459,Genna Arnolds,15,1341.45,Sweden,01-08-2021
460,Mariquilla Aldwich,11,4253.43,China,19-03-2022
461,Dinnie Cunradi,65,2278.05,Ukraine,17-12-2021
462,Montgomery Levens,93,4593.96,Indonesia,10-03-2021
463,Allayne Cogman,98,562.78,Argentina,13-10-2022
464,Nari Bathow,32,1638.42,Botswana,30-10-2019
465,Shelagh Schellig,84,2620.92,Vietnam,13-11-2021
466,Obie Clendening,96,2700.57,Malawi,29-07-2023
467,Carlin Bengall,26,240.39,Poland,29-12-2024
468,Vanna Messier,34,3764.89,Dominican Republic,20-03-2023
469,Weston Junes,62,3298.56,Malta,13-09-2021
